letter,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20
K,558,586,601,536,619,459,611,405,601,362,583,403,596,330,604,286,612,248,540,412,527,329,519,276,513,232,502,435,516,406,542,461,557,502,468,467,488,441,512,481,522,513
K,556,585,599,536,617,459,608,405,596,362,581,404,594,331,602,286,609,249,539,412,525,330,518,277,512,233,500,435,514,406,541,460,555,501,466,466,487,440,510,480,520,512
K,554,583,596,535,614,460,604,407,590,365,579,403,591,331,599,287,606,249,537,412,524,330,516,277,510,233,498,435,512,404,538,460,553,500,464,466,485,439,508,479,518,511
K,552,582,593,535,611,462,599,412,582,372,578,404,589,332,596,288,603,251,535,412,523,330,515,278,510,235,497,434,510,404,537,459,551,499,463,465,483,439,507,479,516,510
K,551,580,591,535,607,463,595,412,578,373,575,405,587,333,593,290,600,252,534,413,522,332,515,280,510,237,496,435,509,403,535,458,549,498,462,464,483,437,506,477,515,508
K,550,579,588,534,603,464,590,413,574,373,573,407,583,335,590,292,596,254,532,415,521,333,514,282,510,240,495,436,507,402,532,456,546,497,461,465,481,436,503,475,512,506
K,549,578,586,532,599,462,584,410,569,368,571,410,580,336,587,293,593,256,531,417,520,335,514,285,510,243,494,437,506,400,530,455,543,495,461,465,480,435,502,473,510,504
K,548,578,585,531,596,460,579,406,565,363,569,412,578,338,584,295,591,257,530,419,519,337,513,287,510,246,494,438,505,399,528,453,540,494,460,466,479,434,500,471,507,502
K,546,579,583,529,592,458,575,402,562,356,567,413,575,339,581,296,588,258,529,420,517,339,511,288,508,248,492,439,503,398,525,451,537,492,459,466,477,432,497,470,504,501
K,544,578,581,527,590,455,571,398,559,351,565,413,573,339,579,296,585,258,528,420,516,340,509,290,506,249,491,439,501,396,522,449,534,490,457,465,474,431,495,468,500,499
K,542,578,579,523,587,451,568,393,555,346,562,413,570,340,576,296,581,259,525,420,514,340,507,291,503,250,489,439,498,395,520,448,532,488,455,465,472,430,492,467,498,498
K,539,576,577,521,584,449,565,391,552,343,560,412,568,339,572,296,578,259,523,419,511,340,505,291,501,251,487,438,495,394,517,446,529,487,453,464,470,429,490,466,496,497
K,537,574,574,519,581,447,563,390,549,342,557,410,566,338,570,295,575,259,521,417,509,340,502,291,498,251,484,437,493,394,515,446,527,486,450,463,467,429,488,465,494,496
K,534,572,570,517,577,446,560,389,546,341,555,409,563,337,567,295,572,258,518,416,506,340,499,291,495,251,482,436,489,394,512,445,525,485,448,463,464,428,486,465,492,496
K,531,570,568,516,575,445,557,388,543,340,553,408,561,337,564,294,569,258,516,416,504,340,496,291,491,251,479,435,486,394,509,446,522,485,446,462,462,428,483,466,489,496
K,530,568,566,516,574,445,557,388,542,341,552,407,561,336,563,293,567,257,516,414,503,339,494,291,489,251,479,435,485,394,508,446,521,484,445,462,461,429,483,467,487,496
K,529,567,566,516,574,445,558,388,542,341,552,407,560,336,564,293,567,257,515,414,502,339,494,290,488,250,479,435,485,394,508,447,520,484,445,462,461,429,483,468,487,497
K,530,568,566,517,576,446,559,389,544,342,553,407,561,336,565,293,568,256,516,415,503,338,494,289,488,250,479,435,486,394,509,447,521,484,446,462,462,430,483,469,488,498
K,534,569,571,519,582,448,567,391,551,345,558,408,566,336,569,294,573,256,520,415,507,337,498,289,493,249,484,435,491,393,512,447,524,485,449,462,466,432,487,470,491,499
K,538,573,576,527,592,456,580,398,566,353,566,411,576,339,581,295,585,258,528,417,517,338,510,289,506,249,491,437,499,395,519,450,530,489,455,465,472,434,493,473,498,503
K,542,578,581,534,599,463,591,405,578,359,572,414,583,341,590,297,596,260,534,419,525,338,520,289,517,248,496,439,505,397,524,453,535,493,460,467,478,437,498,476,503,507
K,547,583,588,541,609,471,604,412,590,366,582,416,595,343,602,299,608,261,542,422,535,339,532,290,530,249,503,441,514,401,532,457,541,498,466,470,484,440,504,480,510,511
K,552,588,593,547,616,477,615,418,601,371,589,420,604,345,612,301,619,263,549,424,544,341,542,291,542,249,510,443,521,403,538,461,547,503,472,472,490,442,510,483,516,514
K,552,593,595,552,618,482,617,424,604,376,591,422,608,347,617,302,624,264,551,426,547,342,547,292,547,249,512,445,523,406,540,464,549,506,474,474,492,444,512,485,517,517
K,552,593,594,551,616,483,615,425,602,377,590,423,607,348,616,303,625,265,550,427,547,343,546,292,546,249,511,446,523,407,540,465,549,506,474,474,492,445,511,486,517,517
K,552,593,593,550,614,483,613,426,598,379,589,423,605,347,614,303,623,265,549,427,545,342,544,292,544,249,510,446,522,408,539,465,547,506,473,474,491,444,510,485,515,516
K,550,593,591,549,611,483,609,426,594,380,585,423,601,347,610,303,618,265,546,427,541,342,540,292,540,249,507,446,519,408,536,464,545,506,471,474,488,444,508,484,512,515
K,548,591,588,547,608,482,605,426,589,381,582,422,597,346,605,302,614,264,543,426,538,342,536,291,536,250,505,446,517,407,535,463,543,504,469,473,487,442,506,483,510,513
K,548,589,587,545,607,480,602,426,585,381,580,421,595,346,602,302,611,264,542,426,536,341,535,292,535,250,504,445,516,406,534,462,542,502,468,471,486,441,505,481,509,511
K,547,588,587,544,605,479,600,424,582,380,579,421,593,345,601,302,609,264,541,425,535,341,534,292,535,251,503,444,515,406,533,461,541,501,468,470,486,440,505,480,508,510
K,546,587,585,542,602,477,595,423,577,378,578,420,592,346,600,303,608,265,541,425,534,342,534,293,534,252,503,443,515,405,532,460,540,500,467,469,485,439,504,478,507,508
K,545,585,584,541,600,476,590,422,572,376,577,420,592,346,599,303,607,266,540,424,534,341,533,293,534,252,502,443,513,403,531,458,539,498,466,469,484,439,503,477,506,507
K,543,585,581,540,596,474,584,419,565,372,576,418,590,345,598,302,605,266,538,422,532,340,532,292,532,253,500,441,511,403,530,457,538,496,465,468,483,439,501,477,504,506
K,541,586,579,540,592,473,579,417,559,369,574,417,588,345,596,303,602,267,536,422,531,340,530,292,531,253,498,441,509,404,528,456,535,494,463,468,480,439,499,477,502,505
K,534,577,574,538,589,470,572,414,552,367,572,421,586,349,593,306,600,269,535,423,531,344,531,296,533,256,497,440,507,402,524,455,532,493,461,466,478,437,497,475,500,504
K,533,578,572,537,587,469,569,412,549,366,571,420,584,348,591,305,598,269,533,422,529,344,529,295,531,256,495,441,505,401,522,454,531,491,460,467,476,437,495,475,498,503
K,528,569,568,534,584,466,566,408,544,364,569,420,582,350,590,307,596,270,531,422,528,346,527,299,529,259,494,439,503,400,520,453,528,489,459,464,475,435,493,475,497,503
K,529,571,568,534,584,465,565,408,544,363,569,419,582,349,589,306,596,270,531,422,527,345,526,298,528,258,494,439,502,399,519,452,528,490,459,465,474,435,492,475,496,503
K,530,572,569,533,584,465,566,408,544,363,569,418,582,348,589,305,596,269,531,421,527,344,526,297,527,258,494,439,502,399,519,452,528,489,459,465,474,435,492,474,497,503
K,533,579,572,534,586,465,568,409,547,362,570,416,583,346,590,304,597,267,532,421,526,342,525,295,525,256,495,439,503,399,521,452,529,489,460,467,475,436,493,474,497,503
K,533,570,572,532,588,463,570,406,549,361,570,418,584,349,592,306,599,269,532,421,528,346,527,299,528,260,496,439,505,399,521,452,529,490,461,464,476,435,495,475,499,503
K,537,577,577,533,591,464,574,408,554,361,573,418,587,348,594,305,601,269,535,422,530,344,529,297,529,258,498,439,507,399,524,452,532,490,463,466,478,436,497,474,501,503
K,540,578,579,533,593,464,577,407,557,361,575,418,589,348,596,305,603,269,537,422,531,344,531,297,532,258,500,440,509,399,527,452,535,490,465,466,481,436,500,475,504,504
K,543,579,583,534,596,465,580,408,562,361,577,419,591,347,598,306,605,269,540,422,534,344,533,297,535,258,502,440,513,399,530,452,538,491,467,466,484,437,503,475,506,504
K,545,579,585,533,599,465,583,408,565,361,579,419,593,347,600,306,607,269,542,423,536,343,535,296,536,258,504,440,515,399,532,453,540,491,469,466,486,437,505,475,508,504
K,548,583,588,534,600,466,585,410,568,362,580,418,594,345,601,304,608,268,543,422,537,341,536,294,537,256,506,441,516,399,535,453,543,491,471,467,488,437,506,475,510,504
K,549,582,589,534,602,465,586,409,570,362,581,417,595,346,602,305,608,269,544,422,538,341,537,294,538,256,507,440,517,399,536,453,544,491,472,467,489,437,507,475,511,504
K,551,581,590,534,603,466,587,409,572,362,582,418,596,346,603,305,610,269,545,422,539,342,538,295,540,256,508,440,519,399,537,453,545,492,473,466,491,437,509,475,512,504
K,552,581,591,533,603,465,588,409,573,362,582,418,596,346,604,305,611,269,545,422,540,342,539,295,540,256,508,440,519,399,537,453,545,492,473,465,491,436,510,475,512,504
K,552,580,591,533,604,465,589,409,575,362,583,418,597,346,605,305,612,269,546,422,541,342,540,295,542,256,509,440,520,399,538,453,546,492,473,465,492,437,510,475,513,504
K,553,579,592,533,605,465,590,409,575,362,583,418,598,346,606,305,612,269,546,422,541,342,541,295,542,256,509,440,521,399,538,453,546,493,473,465,493,436,510,475,513,504
K,553,579,592,532,606,464,591,409,576,362,583,418,598,346,606,305,613,269,546,422,541,342,541,295,543,256,509,439,521,398,539,453,546,492,474,464,493,436,511,475,514,504
K,553,577,592,532,606,464,591,409,576,362,583,418,598,346,605,304,612,269,546,422,541,342,541,295,543,257,509,439,521,398,539,453,546,492,474,464,493,436,511,475,513,503
K,553,577,592,531,606,463,591,409,576,362,583,418,597,346,605,304,612,269,547,422,542,342,541,295,543,257,509,439,522,399,539,453,546,492,474,464,494,435,511,474,513,503
K,553,577,592,531,605,464,591,409,576,362,583,418,597,346,604,304,611,268,546,422,541,341,541,295,543,257,509,439,522,399,539,453,546,492,473,464,494,435,511,474,513,503
K,553,577,592,530,605,463,591,408,576,362,582,418,596,346,604,304,611,268,546,422,541,341,541,295,542,257,509,439,521,399,538,453,546,492,473,464,493,435,511,474,513,503
K,553,577,592,530,605,463,591,408,576,362,582,418,596,346,603,304,611,268,546,422,541,341,541,295,542,257,508,439,521,399,538,453,546,492,473,464,493,435,511,474,513,503
K,554,577,593,530,605,462,590,408,575,362,582,418,596,346,603,304,610,268,545,422,541,341,541,294,542,256,508,439,521,398,538,453,546,492,473,464,493,434,511,473,513,503
K,553,577,592,531,605,463,590,408,574,363,581,418,595,346,602,304,610,268,545,422,540,341,540,294,542,256,508,439,520,398,538,452,546,492,473,464,492,434,510,473,513,503
K,553,576,592,530,605,463,591,408,574,363,581,418,595,346,602,304,609,268,544,422,540,341,540,294,541,257,507,439,520,398,538,452,546,491,472,464,492,434,510,472,513,502
K,552,577,592,531,605,463,591,408,574,363,581,418,594,346,601,304,608,268,544,422,539,341,539,294,541,257,507,439,520,398,538,452,546,491,472,464,492,434,510,473,513,502
K,552,577,591,531,604,463,590,408,573,363,580,418,594,346,601,305,608,269,544,422,539,341,539,294,541,257,507,439,519,397,537,452,545,491,471,464,492,434,510,472,513,501
K,551,577,590,531,604,463,589,408,573,363,580,417,593,346,600,304,607,268,543,422,538,341,538,294,540,256,506,439,519,397,537,451,545,491,471,464,491,434,509,472,512,501
K,551,577,590,531,604,463,589,408,573,363,579,417,592,346,600,304,607,268,543,422,538,341,538,294,540,256,506,439,519,397,536,451,544,491,471,464,490,434,508,472,512,501
K,551,577,589,531,603,463,589,408,573,363,579,417,592,345,599,304,607,268,543,421,538,340,538,294,540,256,506,438,518,397,536,451,544,491,471,463,490,434,508,472,511,501
K,550,576,589,531,603,463,589,408,573,363,579,417,592,345,599,304,607,268,543,421,538,340,538,293,540,256,506,438,518,397,536,451,544,491,471,463,490,433,508,471,511,501
K,550,577,589,531,603,464,589,409,572,364,578,417,591,345,599,304,607,268,542,421,538,340,537,293,539,256,505,438,517,397,535,451,543,491,470,464,489,433,508,471,511,501
K,550,577,588,532,602,464,589,410,572,364,578,417,591,345,599,304,606,268,542,421,537,340,537,293,539,256,505,438,517,397,535,451,543,491,470,464,489,433,507,471,511,501
K,550,577,588,532,601,464,588,409,571,364,577,417,591,345,598,303,606,268,541,421,537,340,536,293,538,256,504,438,517,397,535,451,543,491,470,463,489,433,507,471,511,501
K,549,576,588,531,601,464,587,409,570,364,577,417,590,345,598,303,606,267,541,421,536,340,536,294,538,256,504,438,516,397,534,451,543,491,469,463,489,433,507,471,510,501
K,549,576,587,531,600,463,586,409,569,363,577,417,590,345,598,303,605,267,540,421,535,340,535,293,537,256,503,438,515,397,534,451,542,491,469,462,488,433,506,471,510,501
K,549,575,587,531,600,463,586,408,569,362,576,417,589,345,597,303,605,267,540,421,535,340,535,294,537,256,503,438,515,397,533,451,542,491,469,462,488,433,506,471,509,501
K,549,575,587,531,600,463,586,407,568,362,576,417,589,345,597,303,605,267,540,421,534,340,535,294,537,256,503,438,515,397,533,451,542,491,469,462,488,433,506,471,509,500
K,549,576,587,532,600,464,586,408,568,363,576,417,589,345,597,303,605,267,540,421,534,340,535,293,537,255,503,438,515,397,533,451,542,491,469,462,488,433,506,471,510,501
K,549,576,587,532,600,464,587,409,569,364,576,417,589,345,598,304,605,268,540,421,534,340,535,293,537,255,503,438,515,396,533,450,542,491,469,463,488,433,505,471,509,501
K,549,576,587,532,600,464,587,409,569,364,576,417,589,345,598,304,606,268,540,421,535,340,535,294,537,256,503,438,515,396,533,451,541,491,469,463,488,433,505,471,509,501
K,548,576,587,532,601,464,587,409,568,364,576,418,590,345,598,304,605,268,540,421,535,340,535,293,537,256,503,438,515,396,533,450,541,491,469,463,488,433,506,471,509,501
K,548,576,587,531,601,464,587,409,569,365,576,418,590,345,598,304,605,268,540,421,535,340,535,293,537,256,504,438,515,396,533,450,541,490,469,463,488,433,506,471,510,500
K,549,575,587,530,601,463,587,408,569,363,577,417,590,345,598,304,605,268,540,421,535,340,535,293,537,256,504,438,515,396,533,450,541,490,469,462,488,432,506,470,510,500
K,549,575,587,530,601,463,587,408,569,364,576,417,589,345,598,304,605,268,540,421,535,340,535,293,537,256,504,438,516,396,533,451,542,490,469,463,488,432,506,471,510,500
K,549,575,588,530,601,462,588,408,570,363,576,417,589,345,598,305,605,269,541,421,535,340,535,293,538,256,504,438,516,396,533,450,542,490,470,463,488,432,506,471,510,500
K,549,575,588,530,602,462,589,408,572,363,576,417,589,346,598,305,606,269,541,421,535,340,536,293,538,256,505,438,516,396,534,450,542,490,470,463,488,432,507,470,510,500
K,549,575,588,530,602,463,590,408,572,363,576,417,589,346,597,305,606,269,541,421,535,340,536,294,538,256,505,438,516,396,534,450,543,490,470,463,489,432,507,470,510,500
K,549,575,588,530,602,463,591,408,574,363,576,417,589,346,597,305,606,269,541,421,536,340,536,293,539,256,505,438,517,396,535,450,543,490,471,462,489,432,507,470,510,500
K,549,575,588,531,602,462,591,407,576,363,577,417,590,346,598,305,606,270,541,421,536,340,536,294,539,256,505,438,517,396,535,450,544,490,471,463,490,431,508,470,511,500
K,550,576,589,531,603,463,592,407,577,363,578,418,590,346,598,305,606,270,542,421,537,340,537,294,539,256,506,438,518,396,536,451,544,490,472,463,490,432,509,471,512,500
K,550,576,589,531,603,462,592,407,578,362,578,418,591,346,599,305,607,269,542,421,537,340,537,294,540,256,506,438,518,396,536,451,544,490,472,463,490,432,509,471,512,500
K,550,576,589,530,603,463,592,408,577,363,578,418,591,346,599,305,607,269,542,421,537,340,537,294,539,256,506,438,518,396,536,451,544,490,472,463,490,432,509,471,512,500
K,550,577,589,531,603,464,591,409,576,364,578,418,590,346,598,305,606,269,542,422,536,341,536,294,538,256,506,438,517,397,536,451,544,490,471,464,490,433,508,471,512,500
K,549,577,588,532,602,465,591,410,574,364,577,419,590,346,598,305,605,269,541,422,535,341,536,294,538,256,505,438,517,397,535,451,543,490,471,464,489,433,508,471,511,500
K,549,578,587,533,601,467,591,412,575,366,577,419,589,347,597,305,605,269,541,422,535,341,536,294,538,256,505,439,516,397,534,451,543,490,471,464,488,433,507,471,511,500
K,549,579,587,534,600,468,592,413,576,367,577,419,589,347,597,305,605,269,542,422,536,341,535,294,537,255,506,439,516,397,534,451,543,490,471,464,488,433,507,471,511,500
K,550,580,588,534,600,469,592,413,577,368,577,420,589,347,597,306,605,269,542,422,536,341,535,294,537,255,506,439,516,397,534,451,543,490,472,465,488,433,507,471,511,500
K,550,580,588,533,601,468,593,413,577,368,577,419,589,347,597,305,605,269,542,422,536,341,536,294,538,255,506,439,517,397,535,451,544,490,471,464,488,433,507,471,511,500
