letter,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20
H,452,619,469,534,537,487,612,500,658,526,561,438,671,436,730,434,777,430,578,489,690,474,754,465,804,454,594,544,673,541,640,551,604,555,605,597,655,583,626,588,598,591
H,458,618,477,531,545,485,618,498,664,523,570,436,677,434,734,433,779,430,587,485,696,471,756,462,804,452,602,537,677,536,645,547,610,551,612,587,659,576,630,583,604,585
H,468,613,485,527,552,481,623,494,668,520,579,433,683,432,738,433,783,430,597,480,702,468,761,461,807,451,611,531,683,533,650,544,616,547,621,580,664,573,635,580,610,582
H,474,614,492,526,557,481,627,492,672,517,586,432,687,431,741,432,785,430,605,477,706,466,763,459,808,449,619,528,687,531,655,542,621,545,627,576,668,571,639,578,615,580
H,480,612,497,526,562,481,632,492,676,515,591,431,690,430,743,431,787,429,609,475,709,465,765,459,809,450,623,525,690,529,658,541,625,544,631,573,672,569,644,577,619,578
H,484,610,500,526,565,481,635,492,679,514,593,430,692,430,745,430,788,429,612,474,710,464,766,459,810,450,626,523,692,528,661,541,628,544,635,571,675,568,647,576,622,578
H,484,611,501,526,566,482,635,492,679,513,593,430,691,430,744,430,787,428,612,473,710,464,766,459,810,450,627,523,692,529,661,542,628,545,636,571,676,568,648,577,623,579
H,484,611,501,527,566,483,636,492,681,513,593,431,692,431,745,431,788,428,612,474,710,465,766,460,810,450,627,524,692,529,661,542,628,545,637,572,677,568,648,577,623,579
H,483,611,501,528,567,484,637,493,682,514,592,431,692,431,746,431,789,428,612,475,710,466,767,461,812,451,628,524,692,530,661,542,628,545,638,573,677,568,649,577,624,579
H,483,612,501,528,567,484,638,493,682,515,593,432,692,431,746,431,789,429,613,476,711,467,768,461,813,452,628,526,693,530,662,542,629,545,639,575,677,570,649,577,624,580
H,496,602,512,523,572,481,637,489,679,512,594,437,684,441,722,446,749,447,612,480,703,476,742,476,769,472,628,528,691,533,663,544,632,547,638,576,677,570,651,577,628,580
H,507,590,521,517,577,476,639,485,679,509,595,438,681,441,719,444,746,444,612,480,700,476,740,474,768,469,627,527,693,532,666,541,634,545,638,574,678,569,654,573,632,576
H,512,581,525,511,580,472,642,482,678,506,595,437,683,440,724,442,753,441,611,479,702,474,746,472,777,468,625,528,695,531,667,538,635,542,635,575,678,568,655,571,632,574
H,508,586,522,514,578,474,641,484,679,508,595,436,685,439,728,441,760,440,611,480,704,474,750,470,783,465,626,529,695,531,667,539,635,543,636,577,679,569,654,573,631,575
H,505,592,519,517,576,476,641,486,680,509,595,436,687,438,732,439,766,438,612,480,705,473,754,468,790,462,627,529,696,531,667,539,634,544,637,577,679,569,654,573,630,576
H,497,601,513,522,574,479,641,489,683,512,596,434,692,433,746,431,788,428,614,479,711,468,769,461,814,453,629,529,698,530,667,540,633,544,639,578,681,570,654,575,629,578
H,490,610,507,526,570,482,640,493,683,515,596,434,695,433,749,432,792,429,615,479,714,469,772,462,817,453,630,530,698,532,666,543,632,547,640,580,681,572,652,579,626,581
H,486,616,504,530,569,485,639,495,684,518,597,435,695,433,749,432,791,429,617,480,715,469,771,462,816,453,632,531,698,533,667,545,633,549,642,581,681,574,653,581,627,584
H,487,616,505,530,569,484,639,494,684,517,597,435,696,433,749,432,791,429,617,480,716,469,772,463,817,453,633,531,699,533,668,545,634,549,641,581,682,574,653,582,627,584
H,487,617,505,530,570,484,640,495,684,519,597,435,696,433,749,432,792,428,618,481,716,470,773,463,817,453,633,532,700,534,668,546,634,549,642,582,682,575,653,583,627,585
H,486,616,505,530,570,484,640,495,683,519,597,435,696,433,749,431,792,428,617,481,716,469,772,462,817,453,633,532,699,534,668,546,634,550,641,583,682,576,653,583,627,586
H,487,616,506,530,572,484,641,494,684,518,597,435,697,433,750,431,792,427,618,482,717,469,773,463,818,453,633,534,700,534,669,546,636,550,642,584,682,576,654,583,628,586
H,487,616,506,529,571,483,641,493,684,517,598,434,698,432,751,431,793,427,618,482,717,469,773,462,818,452,633,534,700,534,669,545,636,549,641,585,682,576,654,583,628,586
H,487,616,507,529,572,484,641,493,684,517,598,434,698,432,751,431,793,427,618,481,717,468,773,461,817,450,633,534,701,533,670,545,636,550,641,585,683,575,654,582,629,586
H,487,615,507,528,572,483,642,493,684,517,599,435,698,432,751,431,794,427,618,482,717,468,773,461,816,451,632,534,701,533,670,545,637,549,640,585,683,575,655,582,629,585
H,487,615,507,529,572,484,642,493,684,516,599,434,698,431,752,430,794,426,618,481,717,468,774,461,818,451,632,534,702,533,671,545,637,549,640,586,684,575,656,582,630,585
H,487,616,507,530,572,484,642,494,684,517,599,435,698,432,752,430,794,427,618,481,717,468,774,460,818,450,632,534,702,533,671,545,638,550,641,585,685,575,656,582,630,585
H,487,617,507,530,572,485,642,494,684,518,598,435,698,432,752,430,794,426,618,482,717,468,774,460,818,449,632,534,702,533,672,546,638,550,640,586,685,575,657,583,630,586
H,488,618,508,531,573,485,643,494,685,517,600,436,699,432,753,430,795,425,619,483,718,468,774,459,818,448,633,536,703,534,673,545,640,549,641,587,686,576,658,583,632,586
H,489,620,508,532,574,486,643,495,685,518,600,437,700,432,753,430,796,424,620,484,719,469,775,459,819,447,634,537,704,534,674,546,641,550,643,588,686,577,659,583,632,586
H,489,621,509,533,574,486,643,495,685,518,601,438,701,433,754,430,797,424,620,485,720,469,776,459,820,446,635,539,705,535,675,546,642,551,644,590,687,578,660,584,634,588
H,490,622,509,533,574,486,642,494,684,516,601,438,701,433,755,429,796,424,621,487,720,469,776,458,820,445,636,540,706,534,676,546,643,551,644,592,688,578,661,584,635,588
H,490,623,509,534,574,486,642,494,684,515,601,438,701,432,755,429,796,423,621,487,721,469,776,457,820,445,636,541,706,535,677,547,643,552,644,593,688,578,661,585,635,589
H,490,623,508,534,572,486,640,492,682,514,599,438,701,432,754,428,796,424,620,486,721,468,777,457,821,445,635,540,706,534,677,546,643,551,644,592,688,578,661,584,635,589
H,491,624,509,535,572,486,641,492,683,513,599,438,700,432,754,427,797,423,619,487,720,467,776,456,821,443,635,540,706,533,677,545,644,551,644,592,688,576,662,583,636,588
H,502,614,517,530,576,482,642,486,684,508,599,440,696,432,748,426,789,420,619,488,717,467,771,454,813,441,635,540,709,529,681,540,647,547,645,591,692,572,666,578,641,584
H,506,616,520,532,581,485,649,489,693,510,602,442,700,432,754,426,796,419,623,490,723,467,779,454,823,440,641,543,714,528,686,539,653,548,653,593,699,570,673,576,649,584
H,521,609,535,530,593,484,659,489,703,510,609,448,705,436,758,428,799,420,632,496,730,471,784,457,825,445,650,546,723,529,697,538,666,547,664,595,710,570,685,576,662,585
H,528,615,542,536,605,492,672,498,717,519,621,455,720,441,776,432,819,423,643,505,745,478,802,462,845,449,663,557,736,534,709,542,677,551,676,605,722,576,698,579,675,588
H,532,623,547,542,614,498,683,506,730,526,632,462,735,446,793,436,839,426,655,513,759,484,819,467,865,453,674,566,747,539,720,544,687,553,687,614,732,579,708,579,684,587
H,531,632,549,548,620,505,691,513,740,533,641,466,749,450,810,440,858,430,665,519,773,489,836,472,885,458,684,574,756,544,728,547,694,555,697,621,740,583,715,580,691,587
H,532,634,553,548,625,506,697,514,746,533,649,469,758,453,820,443,869,433,672,523,782,493,847,475,898,462,690,578,762,547,733,547,700,554,701,625,745,585,720,580,695,586
H,528,639,552,551,627,508,700,516,751,535,654,468,767,454,830,444,881,435,676,524,788,495,857,477,910,463,692,580,765,548,736,547,700,553,703,628,747,585,721,579,695,585
H,540,625,562,542,630,500,699,508,746,529,654,465,758,454,817,445,863,436,676,518,782,493,844,479,893,466,692,572,763,545,736,546,704,552,702,619,746,583,722,579,698,585
H,548,613,568,535,633,495,700,505,744,527,653,461,755,450,815,442,861,434,673,512,779,490,844,476,894,464,690,565,759,542,733,544,702,550,700,613,743,580,721,578,697,585
H,544,609,565,530,631,490,698,500,743,521,652,455,756,446,816,439,861,432,672,506,779,487,843,474,893,462,688,560,755,537,729,540,699,546,699,606,739,574,717,573,694,580
H,550,597,567,524,627,484,690,491,732,513,644,451,738,443,790,439,828,432,663,498,758,485,802,480,833,474,679,547,743,532,721,537,694,542,690,592,730,570,712,570,692,575
H,552,585,569,516,626,478,688,488,728,511,639,445,732,439,784,435,823,430,657,491,753,479,800,475,833,469,673,540,738,527,714,534,687,539,684,586,725,565,706,567,685,571
H,538,589,556,516,618,477,682,487,723,508,633,440,730,434,783,431,824,426,651,488,750,475,800,470,837,464,666,539,731,524,707,530,679,535,677,584,718,560,697,562,677,567
H,526,593,545,516,609,475,674,485,716,505,627,436,724,431,776,428,815,424,646,484,744,472,793,467,830,460,661,535,726,520,701,527,672,533,672,580,712,557,691,559,670,564
H,531,587,546,514,602,472,662,478,702,498,616,439,703,432,748,430,782,427,634,482,723,472,758,472,780,470,650,530,715,519,693,527,666,532,662,574,705,555,686,559,665,564
H,528,584,542,513,599,471,662,479,702,501,610,437,702,432,751,429,789,426,628,482,722,470,769,466,803,462,643,531,715,517,689,525,659,532,656,576,703,554,680,558,657,564
H,517,594,531,518,590,474,654,480,696,501,605,439,697,433,746,430,784,428,623,484,717,470,764,465,799,460,639,533,711,517,685,525,655,532,652,578,699,554,676,558,652,565
H,523,591,534,519,588,473,651,477,693,497,599,443,688,436,737,433,774,430,616,486,709,471,756,465,791,459,633,534,708,518,683,525,652,533,647,578,697,555,674,559,650,567
H,516,598,528,523,584,478,648,482,691,501,596,445,686,438,735,435,774,431,614,490,707,473,756,465,793,458,629,538,706,520,680,527,649,535,643,583,694,558,671,562,646,570
H,516,596,527,523,582,479,646,484,689,505,593,447,682,440,732,436,771,430,612,492,704,474,758,462,800,452,628,540,706,521,680,528,647,536,642,585,693,560,669,563,644,572
H,515,597,525,525,581,481,645,487,688,509,591,449,681,442,732,436,772,430,610,494,704,474,759,462,802,451,626,543,705,524,678,530,645,538,641,588,692,561,669,564,644,574
H,510,603,520,529,577,484,642,490,686,511,589,449,680,441,731,436,772,429,609,494,704,475,759,462,802,451,626,543,703,524,675,531,643,539,641,588,690,562,667,566,642,575
H,512,600,519,529,573,483,637,488,680,510,586,452,673,442,722,435,761,427,606,496,698,476,752,462,794,451,624,543,701,524,674,530,641,538,639,588,689,561,665,565,641,574
H,514,595,519,526,573,481,638,487,679,511,582,450,672,441,722,433,763,425,601,494,696,474,752,459,796,447,620,542,699,523,671,529,637,537,635,586,688,560,664,563,638,571
H,503,604,511,530,567,484,634,490,678,512,580,449,673,438,725,431,767,424,601,493,697,472,755,457,801,444,619,542,698,522,669,529,635,538,634,587,686,560,660,563,634,571
H,505,601,512,530,563,482,626,485,668,505,577,450,663,440,710,434,747,428,598,492,689,473,742,459,783,448,617,539,694,520,667,528,635,537,632,583,682,558,659,561,634,570
H,507,594,513,527,565,480,628,485,669,506,574,449,663,440,712,433,751,426,594,492,688,472,744,456,787,445,613,539,693,520,666,528,633,537,629,583,681,557,658,560,633,569
H,497,602,505,529,561,483,627,488,670,508,575,447,668,438,718,432,759,427,596,491,691,470,748,455,792,442,614,539,692,520,664,529,632,538,628,584,679,558,656,562,630,570
H,500,600,507,528,560,482,625,486,668,505,575,448,663,439,712,432,751,426,595,491,688,471,742,456,784,443,614,539,691,520,664,529,631,538,628,583,678,558,654,563,630,571
H,496,604,503,530,559,484,626,488,670,507,575,448,665,439,715,432,755,426,596,492,690,471,744,456,787,443,615,540,691,522,663,530,631,539,629,585,677,559,654,564,629,573
H,489,613,497,533,557,486,627,491,674,510,576,447,671,437,723,430,766,424,598,492,695,470,751,455,796,442,616,542,692,522,663,531,631,540,629,588,677,561,653,566,628,574
H,483,619,493,536,555,488,626,493,675,511,577,446,672,437,725,430,767,424,600,493,696,471,752,457,797,442,618,542,692,522,663,532,631,540,631,589,677,562,652,566,628,575
H,484,622,493,538,556,490,627,494,677,512,578,447,673,437,726,430,768,425,601,493,698,471,754,457,798,442,619,543,692,523,664,533,631,541,631,590,678,563,652,568,628,576
H,494,621,502,541,558,492,623,492,669,510,577,456,663,441,711,434,748,429,601,498,690,475,741,461,781,448,620,545,690,523,664,533,634,543,634,589,678,562,655,568,632,577
H,503,612,510,536,564,490,628,492,672,512,577,456,661,444,708,435,746,428,599,499,687,476,739,461,780,448,619,546,691,525,665,532,634,541,634,590,680,563,657,567,633,576
H,500,614,508,537,563,491,629,494,673,514,578,455,664,443,712,434,750,427,600,499,689,476,742,461,784,448,619,546,691,525,665,532,634,542,633,591,680,564,657,567,633,576
