letter,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20
T,616,593,656,565,684,522,694,487,688,454,646,452,658,413,665,448,665,483,615,441,622,383,632,346,638,308,584,445,576,377,575,336,577,296,555,463,537,414,529,381,524,349
T,611,591,650,565,678,522,689,488,684,457,642,450,653,411,660,447,660,482,610,439,616,381,625,345,630,307,578,444,569,376,568,335,570,295,551,462,532,414,523,381,518,349
T,608,590,647,564,676,520,684,487,678,456,639,448,649,409,656,445,656,480,607,437,612,380,620,344,625,306,575,442,565,375,564,335,566,295,547,461,527,413,519,380,514,348
T,607,588,645,562,673,518,680,485,671,456,637,447,646,408,653,445,653,479,604,436,608,379,615,343,620,306,572,441,561,374,560,334,561,295,544,460,524,412,515,380,510,348
T,605,587,644,561,671,516,676,483,667,455,634,445,644,407,651,444,651,479,601,435,605,378,612,343,617,306,570,440,558,374,557,334,558,294,542,459,521,412,513,380,507,347
T,604,587,642,561,670,516,675,483,665,456,632,445,642,407,649,444,650,478,599,435,603,377,610,342,615,306,568,439,557,374,555,334,556,294,540,459,519,411,510,379,505,347
T,603,586,642,560,669,515,673,482,663,455,631,445,640,406,648,443,649,478,598,434,601,377,608,342,612,305,566,439,555,373,553,334,554,294,538,459,517,411,508,379,502,347
T,603,585,641,560,668,513,671,478,661,449,630,444,639,406,646,443,647,478,597,434,600,376,607,341,611,305,565,439,554,373,552,333,552,293,538,458,516,411,507,379,501,347
T,602,585,640,560,667,513,670,478,660,449,629,444,637,405,645,442,646,477,596,434,599,376,606,341,610,305,565,438,553,374,551,333,551,294,537,458,515,411,506,379,499,347
T,601,585,639,559,666,512,668,474,657,443,627,444,635,404,643,441,644,476,594,434,597,376,604,341,609,304,563,438,551,373,549,333,549,293,535,458,514,411,505,379,498,347
T,601,584,640,558,666,509,666,470,654,437,625,443,634,404,641,440,643,476,593,433,596,375,603,341,608,304,562,438,550,373,548,333,548,293,534,458,513,411,504,379,497,347
T,601,584,639,558,665,509,665,470,653,438,624,442,633,403,640,440,642,475,592,433,596,375,602,340,607,304,561,438,549,373,547,333,547,293,534,458,512,411,503,379,496,348
T,601,583,640,557,665,508,664,469,651,437,624,442,632,403,640,440,642,475,592,433,595,375,601,340,606,304,561,438,548,373,546,333,546,293,533,458,512,411,502,379,495,348
T,601,583,640,556,665,507,664,467,649,434,625,442,633,403,640,439,642,475,592,432,595,375,601,340,606,304,561,437,549,373,546,333,546,293,533,458,511,411,502,379,495,348
T,602,583,640,557,665,508,664,468,648,436,625,442,633,403,641,440,643,476,592,432,595,375,602,340,607,304,561,438,549,373,546,333,546,294,533,458,511,412,501,380,494,349
T,602,583,641,556,666,507,664,468,648,436,625,442,634,403,642,440,644,476,593,432,595,375,602,340,607,304,561,438,549,373,546,333,546,294,533,458,511,412,501,380,494,349
T,603,584,641,556,666,506,664,466,647,435,626,442,634,403,643,440,645,476,593,432,596,375,603,340,607,304,561,438,549,373,547,333,546,294,533,459,511,412,501,380,493,349
T,602,584,641,557,666,507,664,468,647,438,626,442,635,403,643,440,645,476,593,432,596,375,603,340,608,305,561,438,549,373,547,334,546,295,533,459,511,412,500,380,493,349
T,602,584,641,556,666,507,665,468,649,437,625,442,635,404,644,441,646,477,593,432,596,374,603,340,608,305,561,438,549,373,547,334,546,295,533,458,511,412,501,381,493,349
T,602,584,642,556,667,506,665,466,650,435,625,443,635,404,644,440,646,476,593,432,597,374,604,340,609,305,561,438,549,372,547,333,547,294,533,458,511,412,501,380,493,349
T,603,585,642,557,667,507,666,467,651,436,626,443,636,404,645,440,647,476,593,433,597,375,605,340,610,305,562,438,550,372,548,333,548,294,534,458,512,412,501,380,495,349
T,603,585,642,558,667,509,667,470,653,439,625,443,636,404,646,440,647,476,594,433,598,375,606,340,612,305,562,438,551,373,549,334,549,295,534,459,512,412,502,381,495,349
T,603,586,642,558,667,510,666,471,652,441,625,444,636,404,646,440,648,477,594,433,598,375,606,340,613,306,562,438,551,373,550,334,550,295,535,459,513,413,503,381,496,349
T,603,586,642,559,666,511,667,474,653,444,625,444,637,405,646,441,648,477,594,433,599,375,607,340,613,306,563,439,552,373,550,334,550,295,535,459,513,413,503,381,496,349
T,603,586,642,559,667,512,667,474,653,446,626,443,637,404,647,441,648,477,594,433,599,375,607,340,613,306,563,438,552,373,550,334,550,295,535,459,513,413,503,381,496,349
T,603,586,641,559,667,512,667,475,653,447,626,443,637,404,646,441,648,477,594,433,599,375,607,340,612,306,563,438,552,373,550,334,550,295,534,459,513,413,503,381,495,349
T,602,585,641,559,667,511,667,475,653,446,626,443,637,405,646,441,647,478,594,433,598,375,606,340,612,305,562,438,551,373,549,334,549,294,534,459,512,413,502,381,495,349
T,603,584,641,557,666,510,666,473,651,445,627,443,637,404,645,441,647,477,594,432,598,375,605,340,611,305,562,438,551,373,548,334,548,294,534,459,512,412,502,381,494,349
T,603,584,641,557,667,509,666,471,651,440,626,443,636,404,644,441,646,476,594,433,597,375,605,340,610,305,562,438,550,373,548,334,548,295,533,459,511,412,501,380,494,349
T,602,584,641,557,667,508,665,470,650,439,626,443,636,404,643,441,645,477,593,433,597,375,604,340,610,305,561,438,550,373,548,334,548,294,533,459,511,412,501,380,493,349
T,603,584,642,556,667,507,666,468,650,437,626,443,636,405,644,441,646,477,594,433,597,375,604,340,611,304,562,438,550,373,548,333,548,294,533,459,511,412,501,380,494,349
T,603,584,642,556,667,507,666,467,649,435,626,443,636,404,644,440,646,476,594,433,597,375,605,341,611,304,562,439,551,373,549,334,549,294,533,459,511,412,501,380,494,349
T,603,585,643,557,667,507,667,466,651,434,626,444,636,405,645,440,647,476,594,433,598,375,606,341,612,305,562,439,551,374,550,333,550,294,533,459,512,412,502,380,495,349
T,604,585,643,558,668,508,668,469,654,438,628,444,638,405,647,440,649,476,596,433,600,375,608,341,615,305,564,439,554,374,553,334,553,295,535,459,515,412,505,380,499,348
T,605,586,645,559,670,509,671,470,657,438,628,445,640,405,650,440,652,475,597,434,602,376,610,340,617,305,566,439,556,374,555,334,556,295,537,459,518,412,508,380,502,348
T,606,587,646,560,671,512,675,474,663,442,629,446,642,405,652,440,655,474,599,435,604,376,613,340,620,305,568,440,559,374,558,334,559,295,540,459,521,412,512,380,506,348
T,607,587,647,561,673,512,678,474,666,441,631,446,644,405,654,439,656,474,600,435,606,376,616,340,622,304,569,440,561,374,561,334,562,295,542,460,523,413,515,380,509,348
T,609,587,648,561,675,514,681,475,671,443,633,446,646,406,656,439,659,473,602,435,609,376,619,340,625,304,572,440,564,375,564,334,566,295,544,460,527,412,518,380,513,349
T,610,587,650,561,676,514,684,476,675,443,634,447,648,406,659,439,661,472,604,436,611,377,621,341,627,305,573,440,567,375,566,334,568,295,546,460,529,413,520,380,514,349
T,611,587,651,561,678,514,687,476,679,443,635,447,650,407,661,439,664,472,605,436,613,378,623,341,629,305,575,441,569,376,569,335,570,296,547,460,531,413,523,380,517,349
T,613,586,653,560,681,512,689,475,680,442,637,447,651,407,663,439,666,472,607,436,615,378,624,341,630,304,577,441,571,376,571,336,572,296,549,460,533,413,524,380,518,349
T,618,586,658,559,685,512,694,475,684,446,639,447,655,405,668,432,673,461,610,438,620,378,631,342,639,307,581,443,577,379,578,338,581,300,553,462,539,413,533,380,530,349
T,622,598,669,571,702,525,715,490,706,461,653,451,679,408,703,431,714,459,626,446,650,390,674,369,688,351,600,454,614,395,629,370,640,349,577,474,580,430,587,405,594,386
T,630,615,686,587,722,541,740,507,736,479,677,462,707,422,738,442,754,469,651,460,684,413,715,404,734,401,627,471,654,424,679,412,694,406,608,494,625,459,641,444,653,435
