letter,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20
G,485,581,512,499,577,461,636,459,676,479,616,429,709,432,764,434,805,435,637,481,697,483,672,488,640,492,648,532,674,523,652,528,628,531,649,575,657,560,637,563,619,568
G,483,581,510,499,575,460,634,459,674,478,615,428,709,430,764,433,805,434,636,480,696,482,671,487,640,491,647,531,674,522,652,526,627,530,648,574,657,559,637,562,618,566
G,480,581,508,498,574,459,633,457,673,476,613,426,708,428,763,431,804,432,635,479,695,480,670,485,639,489,646,531,673,520,651,524,626,528,647,574,657,557,637,560,618,565
G,473,583,502,499,570,458,630,457,672,477,613,424,711,427,767,429,809,430,635,478,694,479,669,483,638,487,645,531,672,520,651,523,625,528,646,574,656,557,637,560,617,565
G,473,582,502,498,569,458,629,457,670,477,612,423,710,426,766,428,808,429,633,476,694,478,669,483,638,487,644,529,672,519,651,523,625,527,645,573,656,556,637,559,617,564
G,473,581,503,497,570,457,629,456,670,477,612,422,711,425,766,428,808,428,633,475,694,479,669,484,638,488,643,527,672,520,651,524,625,528,645,572,656,556,636,560,617,564
G,483,574,510,494,574,456,633,455,671,476,611,423,707,425,762,428,805,429,632,475,695,479,669,485,638,488,642,526,674,519,652,524,626,527,644,571,657,556,637,559,618,563
G,482,574,510,494,574,456,633,456,671,476,612,423,709,426,764,429,807,430,632,474,696,480,671,486,639,489,642,526,675,520,652,525,627,528,644,571,657,556,638,560,619,564
G,492,568,518,492,579,455,636,456,672,477,611,424,705,427,759,430,801,431,630,475,696,480,671,486,639,489,640,526,676,520,653,525,628,527,642,570,659,557,639,560,621,564
G,490,570,516,493,578,456,636,456,673,477,611,425,706,428,761,431,802,431,631,476,696,480,671,486,640,489,641,527,675,520,653,525,628,527,643,571,659,557,639,560,621,564
G,501,566,524,492,582,456,636,456,670,477,610,428,697,427,748,429,788,429,630,476,696,478,672,485,640,489,640,526,677,519,655,524,631,527,642,570,660,555,641,558,624,561
G,502,562,526,490,583,456,638,457,671,478,610,427,699,427,752,429,793,429,629,475,696,478,672,486,639,490,638,526,677,520,655,525,630,527,641,570,659,556,640,559,623,561
G,497,565,522,491,581,456,637,457,670,478,610,427,700,427,755,429,796,429,629,476,696,479,671,486,639,490,639,527,676,520,654,525,629,527,641,571,658,556,639,559,622,562
G,489,570,516,493,577,456,635,457,671,478,611,426,705,427,760,429,801,429,630,477,696,480,671,486,639,490,640,528,674,521,652,525,628,528,641,573,657,557,638,560,620,563
G,485,572,513,494,576,457,634,457,671,478,611,425,706,427,761,429,803,429,630,477,696,480,670,486,638,490,640,529,674,521,652,526,627,529,641,574,658,558,638,560,620,564
G,488,571,514,492,577,455,635,456,672,476,610,426,704,428,758,430,800,431,629,478,696,481,670,487,637,490,639,530,675,521,652,525,627,528,640,574,658,558,638,561,620,565
G,482,576,510,494,576,456,635,456,675,476,611,426,707,429,760,431,802,431,631,479,697,482,671,488,639,491,641,531,675,523,652,527,627,530,641,575,659,560,639,562,620,566
G,481,577,509,495,576,457,636,457,675,476,611,427,708,429,761,431,803,431,631,480,697,483,672,488,639,492,641,532,675,523,653,528,628,531,642,576,659,560,640,563,620,567
G,479,578,508,496,575,458,635,458,675,477,611,427,709,430,763,432,805,432,631,480,697,484,671,488,639,492,641,533,675,524,652,528,627,531,642,577,659,561,640,563,620,568
G,489,572,516,494,579,458,638,458,674,479,610,429,705,430,760,433,802,434,629,481,697,483,672,488,638,491,639,532,676,524,653,528,628,531,641,576,659,559,640,563,622,567
G,482,576,510,496,576,458,636,459,674,480,611,427,708,430,764,433,807,434,630,481,696,483,671,488,638,491,640,533,675,523,652,527,627,531,641,577,658,559,639,562,620,566
G,489,570,516,493,578,457,636,460,671,482,609,428,703,430,758,433,801,434,628,480,695,482,670,487,637,490,638,531,674,522,651,526,626,529,640,576,658,558,638,561,620,566
G,487,571,513,493,577,457,634,459,670,481,609,427,704,429,759,432,802,433,627,479,694,482,669,487,637,489,637,531,674,522,651,526,626,529,639,575,657,558,638,560,619,565
G,484,572,511,493,575,456,633,458,669,480,608,426,704,428,760,431,802,432,627,477,695,482,669,487,637,490,637,529,673,522,650,526,626,529,639,574,657,558,637,561,619,565
G,477,576,506,494,572,456,631,458,669,478,608,425,706,427,762,429,804,430,628,477,695,481,669,487,638,490,637,529,673,521,650,526,625,529,639,574,656,557,637,560,618,565
G,476,576,505,494,571,456,630,457,669,478,609,424,707,426,762,429,804,429,628,476,694,481,669,486,638,490,637,529,673,521,650,525,626,529,638,573,657,557,638,560,619,565
G,482,573,509,493,573,455,632,455,670,475,607,426,702,426,756,428,797,429,626,477,695,480,669,486,638,490,635,529,673,520,651,525,627,528,637,573,657,556,638,559,620,564
G,479,574,506,493,571,456,631,455,668,475,606,426,702,426,755,428,797,428,625,477,693,480,668,485,636,489,634,529,672,520,650,524,626,528,636,573,656,556,638,558,620,563
G,489,569,514,492,575,454,633,453,669,472,603,428,693,427,744,427,785,427,622,478,691,478,666,484,635,489,632,528,674,519,651,523,627,526,635,572,657,555,639,557,621,561
G,487,570,512,492,574,454,632,453,669,473,604,427,695,426,747,427,788,427,623,477,692,479,667,485,635,489,633,527,673,519,650,523,626,527,635,572,656,555,638,558,620,562
G,483,572,509,493,572,455,631,454,668,473,604,426,696,426,748,427,789,427,624,477,691,479,666,485,634,489,633,528,672,520,650,524,626,527,635,572,656,556,637,558,619,563
G,488,569,512,492,574,455,632,453,668,471,603,427,692,426,743,427,783,426,622,477,691,479,665,486,634,490,632,527,673,520,650,524,626,527,634,572,656,556,637,558,619,563
G,485,570,511,492,573,454,632,453,669,472,604,426,694,426,746,427,785,426,623,476,691,479,666,486,634,490,633,527,673,520,650,524,625,527,635,571,657,556,637,558,619,562
G,489,567,512,491,574,453,633,453,668,473,604,426,695,425,747,425,787,425,623,475,692,479,665,486,632,490,632,527,672,520,649,525,624,528,634,571,656,556,636,559,617,563
G,487,569,510,492,572,453,632,453,668,474,603,425,695,424,748,425,788,424,622,475,691,478,665,486,632,490,631,526,673,519,649,524,624,527,634,571,656,555,637,558,618,563
G,484,569,509,491,573,453,632,453,669,474,604,424,696,424,749,425,790,424,622,475,692,479,666,485,633,489,631,527,673,519,649,524,624,527,633,571,656,555,636,558,617,563
G,477,573,504,492,570,454,630,454,669,475,605,423,700,424,754,424,795,424,623,475,692,480,665,485,632,489,631,528,672,520,649,524,623,528,633,572,655,555,636,558,616,564
G,475,573,503,493,570,454,630,454,669,475,605,423,701,424,754,425,796,424,623,475,692,480,665,486,633,489,632,527,672,521,649,524,624,528,633,572,656,555,636,559,616,564
G,481,571,508,493,572,454,632,453,671,471,603,425,696,424,747,425,788,424,621,476,691,480,665,486,633,490,630,527,673,520,650,524,625,528,631,571,656,555,637,558,618,563
G,479,572,507,493,572,455,632,454,671,472,603,425,697,425,749,425,789,425,621,475,691,481,666,487,633,490,630,527,673,521,650,525,625,529,632,571,656,556,637,559,618,564
G,489,569,514,493,575,454,634,452,673,468,602,428,689,426,739,426,779,424,619,476,690,480,665,488,632,491,629,526,673,520,650,525,625,528,632,571,656,556,637,559,619,563
G,485,570,511,493,573,455,633,453,671,470,602,427,691,426,742,426,781,424,620,476,690,481,665,488,632,491,629,527,673,521,650,526,625,529,632,571,656,556,637,560,619,564
G,483,572,510,493,573,455,632,454,671,472,603,427,694,426,744,427,784,426,620,477,691,481,665,488,633,491,630,528,673,521,649,526,624,529,632,573,656,557,637,560,618,565
G,487,567,514,490,575,454,633,454,670,474,602,428,690,427,739,428,778,426,619,476,690,481,665,489,632,492,629,527,673,521,649,527,623,530,632,572,656,557,636,561,617,565
G,484,569,511,491,573,454,632,455,669,475,603,428,692,427,742,428,781,427,620,477,690,481,664,489,632,492,629,528,672,522,648,527,623,530,632,573,656,557,636,561,617,565
G,488,567,514,491,575,454,634,455,670,475,602,428,689,427,738,428,777,427,620,477,690,480,664,488,632,491,629,527,673,521,649,526,624,529,631,572,656,558,636,560,617,565
G,486,569,512,491,575,455,634,456,671,476,603,427,691,427,741,428,780,427,620,477,690,482,665,489,633,492,629,528,672,522,648,527,623,530,631,573,656,558,636,561,617,565
G,494,566,518,493,577,456,635,455,670,474,602,430,685,428,733,428,771,427,619,477,689,481,664,490,632,493,628,527,673,522,649,527,625,530,631,573,656,557,636,561,618,565
G,485,571,511,495,573,457,632,456,670,476,602,428,691,428,741,429,780,428,620,478,689,482,664,490,633,493,629,528,672,523,648,528,624,531,631,574,655,558,636,561,617,566
G,482,573,509,495,572,457,631,457,669,476,602,428,693,428,743,429,782,429,619,478,690,483,665,490,633,493,628,529,672,523,649,528,624,531,630,574,655,559,636,562,618,566
G,486,571,513,494,574,456,631,456,668,475,602,430,689,429,739,429,778,428,618,478,690,483,665,492,633,495,628,528,672,523,649,529,624,532,629,573,655,559,636,562,618,566
G,483,573,510,495,572,457,630,456,668,475,602,431,691,429,741,430,780,429,619,479,690,483,664,491,633,495,628,529,672,524,649,529,624,532,629,574,655,559,636,562,617,567
G,476,576,504,495,569,458,628,458,666,478,602,429,696,429,748,430,788,429,620,480,690,485,664,492,632,495,628,531,671,525,648,530,623,533,629,576,655,561,636,564,617,568
G,473,577,502,496,568,458,628,458,666,478,602,430,696,429,749,430,789,430,620,481,690,485,664,491,632,495,629,532,671,525,648,530,623,533,630,577,655,561,636,564,617,568
G,471,578,501,497,568,459,628,460,667,480,602,429,697,429,750,430,791,430,620,480,689,486,663,492,632,495,628,532,671,526,648,530,623,533,629,577,654,561,636,564,616,568
G,478,576,505,497,570,459,630,459,669,478,601,431,693,430,745,430,786,429,618,481,689,486,663,492,631,495,627,531,671,525,648,530,623,532,628,577,655,561,635,563,617,568
G,477,577,504,497,569,459,629,459,668,478,601,430,694,430,746,430,787,430,618,480,689,486,663,492,631,495,627,531,671,525,648,530,622,533,629,577,655,561,635,563,616,568
G,488,572,513,496,575,459,634,457,671,475,599,432,687,429,737,430,777,428,615,479,688,485,662,493,631,496,624,529,671,525,648,530,624,533,627,574,655,560,636,564,618,567
G,485,573,511,496,574,458,633,458,671,476,600,430,689,429,740,430,780,428,616,478,688,485,663,493,631,496,625,528,671,524,648,530,624,533,627,574,655,560,636,564,617,568
G,495,568,519,494,578,458,635,456,671,474,599,432,684,430,733,430,771,428,616,478,688,484,663,493,632,496,626,527,672,524,648,530,625,532,628,573,656,559,636,563,619,567
G,486,571,513,494,574,458,633,457,670,476,601,430,690,429,741,429,780,428,618,478,689,484,664,492,632,495,627,528,671,524,648,530,624,533,629,573,655,559,636,563,618,568
G,482,572,510,494,573,457,632,458,669,477,602,429,692,429,743,429,783,427,619,478,689,484,664,491,632,494,628,529,671,524,648,529,624,532,630,574,655,559,636,562,617,567
G,487,570,513,493,574,456,633,456,669,474,601,430,690,429,740,429,779,427,619,479,689,483,664,490,632,493,628,529,672,523,649,528,624,530,631,573,656,558,637,561,618,566
G,484,571,511,494,573,456,632,456,669,474,601,429,692,428,742,429,782,427,619,478,690,482,665,489,633,492,628,529,672,523,649,527,624,530,630,574,656,558,637,560,618,565
G,487,570,513,494,574,455,633,454,671,472,600,429,689,427,740,428,779,426,618,478,690,482,664,489,631,492,627,528,672,522,649,527,624,530,629,573,656,557,636,560,618,565
G,484,571,510,494,573,455,632,455,669,473,601,429,691,427,742,427,781,426,618,478,690,482,664,488,631,491,627,528,672,522,649,526,624,529,629,573,656,557,636,559,618,564
G,492,568,515,494,576,456,634,454,670,472,600,429,688,427,739,428,779,427,616,478,689,481,663,488,630,490,626,528,672,521,649,526,624,528,629,573,656,556,637,559,619,564
G,483,571,509,494,573,456,632,456,670,474,601,428,694,427,746,428,787,427,618,478,690,482,664,489,631,491,627,529,672,522,648,526,623,529,629,574,655,557,636,560,618,565
G,491,567,515,493,576,456,636,455,671,473,600,429,691,428,743,429,784,428,617,478,689,482,662,489,629,491,626,529,672,522,648,527,623,529,629,574,655,557,635,560,618,565
G,482,571,509,494,573,457,633,457,669,476,602,428,695,428,749,429,791,428,618,479,689,484,663,489,630,491,627,531,672,523,648,527,623,530,629,576,656,558,636,561,618,566
G,480,573,507,495,572,458,632,458,670,477,602,428,697,428,750,429,792,428,619,479,689,484,663,490,630,492,627,531,672,523,648,528,623,531,629,576,656,559,636,562,618,567
G,485,570,511,494,574,457,634,456,672,475,601,429,691,428,743,428,783,427,618,479,689,483,663,490,630,492,627,530,672,523,648,527,623,530,629,575,656,558,637,561,618,566
